id	effectiveTime	active	moduleId	definitionStatusId
109006	20240701	1	999991001000101	900000000000074008
111002	20240701	1	999991001000101	900000000000074008
140004	20240701	1	999991001000101	900000000000073002
219006	20240701	1	999991001000101	900000000000074008
252000	20240701	1	999991001000101	900000000000074008
261000	20240701	1	999991001000101	900000000000074008
263002	20240701	1	999991001000101	900000000000074008
266005	20240701	1	999991001000101	900000000000073002
271003	20240701	1	999991001000101	900000000000074008
273000	20240701	1	999991001000101	900000000000074008
281004	20240701	1	999991001000101	900000000000073002
301000	20240701	1	999991001000101	900000000000074008
317006	20240701	1	999991001000101	900000000000074008
330007	20240701	1	999991001000101	900000000000073002
339008	20240701	1	999991001000101	900000000000074008
344001	20240701	1	999991001000101	900000000000074008
368009	20240701	1	999991001000101	900000000000073002
385006	20240701	1	999991001000101	900000000000074008
401004	20240701	1	999991001000101	900000000000074008
414003	20240701	1	999991001000101	900000000000074008
446003	20240701	1	999991001000101	900000000000074008
472007	20240701	1	999991001000101	900000000000074008
480000	20240701	1	999991001000101	900000000000074008
485005	20240701	1	999991001000101	900000000000074008
490008	20240701	1	999991001000101	900000000000073002
563001	20240701	1	999991001000101	900000000000074008
568005	20240701	1	999991001000101	900000000000074008
575006	20240701	1	999991001000101	900000000000074008
589001	20240701	1	999991001000101	900000000000074008
596004	20240701	1	999991001000101	900000000000074008
638008	20240701	1	999991001000101	900000000000074008
661005	20240701	1	999991001000101	900000000000074008
667009	20240701	1	999991001000101	900000000000074008
722009	20240701	1	999991001000101	900000000000073002
741007	20240701	1	999991001000101	900000000000073002
747006	20240701	1	999991001000101	900000000000074008
767002	20240701	1	999991001000101	900000000000073002
774007	20240701	1	999991001000101	900000000000074008
787001	20240701	1	999991001000101	900000000000073002
803009	20240701	1	999991001000101	900000000000074008
805002	20240701	1	999991001000101	900000000000073002
813001	20240701	1	999991001000101	900000000000073002
815008	20240701	1	999991001000101	900000000000073002
832007	20240701	1	999991001000101	900000000000074008
849000	20240701	1	999991001000101	900000000000074008
856006	20240701	1	999991001000101	900000000000074008
891003	20240701	1	999991001000101	900000000000074008
895007	20240701	1	999991001000101	900000000000074008
909007	20240701	1	999991001000101	900000000000074008
928000	20240701	1	999991001000101	900000000000073002
955009	20240701	1	999991001000101	900000000000074008
967006	20240701	1	999991001000101	900000000000074008
985004	20240701	1	999991001000101	900000000000074008
1015003	20240701	1	999991001000101	900000000000074008
1023001	20240701	1	999991001000101	900000000000073002
1028005	20240701	1	999991001000101	900000000000074008
1055001	20240701	1	999991001000101	900000000000073002
1085006	20240701	1	999991001000101	900000000000073002
1101003	20240701	1	999991001000101	900000000000074008
1110006	20240701	1	999991001000101	900000000000074008
1145003	20240701	1	999991001000101	900000000000074008
1159005	20240701	1	999991001000101	900000000000074008
1201005	20240701	1	999991001000101	900000000000074008
1211003	20240701	1	999991001000101	900000000000074008
1231004	20240701	1	999991001000101	900000000000074008
1239002	20240701	1	999991001000101	900000000000073002
1250004	20240701	1	999991001000101	900000000000074008
1261007	20240701	1	999991001000101	900000000000073002
1269009	20240701	1	999991001000101	900000000000074008
1290001	20240701	1	999991001000101	900000000000074008
1307006	20240701	1	999991001000101	900000000000074008
1335005	20240701	1	999991001000101	900000000000074008
1338007	20240701	1	999991001000101	900000000000074008
1376001	20240701	1	999991001000101	900000000000074008
1386000	20240701	1	999991001000101	900000000000073002
1415005	20240701	1	999991001000101	900000000000073002
1417002	20240701	1	999991001000101	900000000000073002
1475003	20240701	1	999991001000101	900000000000073002
1482004	20240701	1	999991001000101	900000000000073002
1507005	20240701	1	999991001000101	900000000000074008
1522000	20240701	1	999991001000101	900000000000074008
1532007	20240701	1	999991001000101	900000000000073002
1539003	20240701	1	999991001000101	900000000000073002
1563006	20240701	1	999991001000101	900000000000074008
1627004	20240701	1	999991001000101	900000000000074008
1639007	20240701	1	999991001000101	900000000000074008
1658003	20240701	1	999991001000101	900000000000073002
1663004	20240701	1	999991001000101	900000000000074008
1679003	20240701	1	999991001000101	900000000000073002
1705000	20240701	1	999991001000101	900000000000073002
1711002	20240701	1	999991001000101	900000000000074008
1736008	20240701	1	999991001000101	900000000000074008
1755008	20240701	1	999991001000101	900000000000073002
1761006	20240701	1	999991001000101	900000000000073002
1776003	20240701	1	999991001000101	900000000000074008
1797002	20240701	1	999991001000101	900000000000074008
1806006	20240701	1	999991001000101	900000000000074008
1847009	20240701	1	999991001000101	900000000000073002
1855002	20240701	1	999991001000101	900000000000074008
1860003	20240701	1	999991001000101	900000000000074008
1902009	20240701	1	999991001000101	900000000000074008
1912002	20240701	1	999991001000101	900000000000074008
1963002	20240701	1	999991001000101	900000000000074008
1985008	20240701	1	999991001000101	900000000000074008
2032001	20240701	1	999991001000101	900000000000073002
2033006	20240701	1	999991001000101	900000000000073002
2043009	20240701	1	999991001000101	900000000000073002
2049008	20240701	1	999991001000101	900000000000074008
2052000	20240701	1	999991001000101	900000000000074008
2055003	20240701	1	999991001000101	900000000000073002
2070002	20240701	1	999991001000101	900000000000073002
2073000	20240701	1	999991001000101	900000000000074008
2089002	20240701	1	999991001000101	900000000000074008
2095001	20240701	1	999991001000101	900000000000074008
2119009	20240701	1	999991001000101	900000000000073002
2129002	20240701	1	999991001000101	900000000000073002
2159007	20240701	1	999991001000101	900000000000074008
2161003	20240701	1	999991001000101	900000000000073002
2177002	20240701	1	999991001000101	900000000000073002
2227007	20240701	1	999991001000101	900000000000074008
2237002	20240701	1	999991001000101	900000000000073002
2249001	20240701	1	999991001000101	900000000000074008
2282003	20240701	1	999991001000101	900000000000073002
2304001	20240701	1	999991001000101	900000000000073002
2309006	20240701	1	999991001000101	900000000000074008
2314005	20240701	1	999991001000101	900000000000074008
2331003	20240701	1	999991001000101	900000000000074008
2334006	20240701	1	999991001000101	900000000000074008
2376003	20240701	1	999991001000101	900000000000074008
2403008	20240701	1	999991001000101	900000000000073002
2415007	20240701	1	999991001000101	900000000000073002
2423009	20240701	1	999991001000101	900000000000074008
2425002	20240701	1	999991001000101	900000000000074008
2429008	20240701	1	999991001000101	900000000000074008
2475000	20240701	1	999991001000101	900000000000074008
2477008	20240701	1	999991001000101	900000000000073002
2492009	20240701	1	999991001000101	900000000000074008
2506003	20240701	1	999991001000101	900000000000074008
2526004	20240701	1	999991001000101	900000000000074008
2528003	20240701	1	999991001000101	900000000000074008
2538008	20240701	1	999991001000101	900000000000074008
2550002	20240701	1	999991001000101	900000000000074008
2556008	20240701	1	999991001000101	900000000000073002
2557004	20240701	1	999991001000101	900000000000074008
2598006	20240701	1	999991001000101	900000000000073002
2600000	20240701	1	999991001000101	900000000000074008
2607002	20240701	1	999991001000101	900000000000074008
2615004	20240701	1	999991001000101	900000000000073002
2649007	20240701	1	999991001000101	900000000000074008
2651006	20240701	1	999991001000101	900000000000073002
2667000	20240701	1	999991001000101	900000000000074008
2704003	20240701	1	999991001000101	900000000000073002
2733002	20240701	1	999991001000101	900000000000073002
2739003	20240701	1	999991001000101	900000000000074008
2748008	20240701	1	999991001000101	900000000000074008
2763006	20240701	1	999991001000101	900000000000074008
2776000	20240701	1	999991001000101	900000000000074008
2778004	20240701	1	999991001000101	900000000000074008
2785000	20240701	1	999991001000101	900000000000074008
2799001	20240701	1	999991001000101	900000000000074008
2812003	20240701	1	999991001000101	900000000000074008
2841007	20240701	1	999991001000101	900000000000074008
2864009	20240701	1	999991001000101	900000000000074008
2869004	20240701	1	999991001000101	900000000000074008
2897005	20240701	1	999991001000101	900000000000073002
2901004	20240701	1	999991001000101	900000000000074008
2904007	20240701	1	999991001000101	900000000000073002
2910007	20240701	1	999991001000101	900000000000074008
2929001	20240701	1	999991001000101	900000000000073002
2969000	20240701	1	999991001000101	900000000000074008
3006004	20240701	1	999991001000101	900000000000074008
3030002	20240701	1	999991001000101	900000000000074008
3057000	20240701	1	999991001000101	900000000000074008
3058005	20240701	1	999991001000101	900000000000074008
3092008	20240701	1	999991001000101	900000000000074008
3110003	20240701	1	999991001000101	900000000000073002
3120008	20240701	1	999991001000101	900000000000074008
3128001	20240701	1	999991001000101	900000000000074008
3135009	20240701	1	999991001000101	900000000000073002
3169005	20240701	1	999991001000101	900000000000074008
3199001	20240701	1	999991001000101	900000000000073002
3218000	20240701	1	999991001000101	900000000000073002
3228009	20240701	1	999991001000101	900000000000073002
3238004	20240701	1	999991001000101	900000000000073002
3239007	20240701	1	999991001000101	900000000000074008
3249005	20240701	1	999991001000101	900000000000074008
3253007	20240701	1	999991001000101	900000000000073002
3265006	20240701	1	999991001000101	900000000000074008
3289004	20240701	1	999991001000101	900000000000074008
3291007	20240701	1	999991001000101	900000000000073002
3318003	20240701	1	999991001000101	900000000000074008
3340007	20240701	1	999991001000101	900000000000074008
3341006	20240701	1	999991001000101	900000000000073002
3345002	20240701	1	999991001000101	900000000000073002
3351007	20240701	1	999991001000101	900000000000074008
3379001	20240701	1	999991001000101	900000000000074008
3380003	20240701	1	999991001000101	900000000000074008
3404009	20240701	1	999991001000101	900000000000074008
3415004	20240701	1	999991001000101	900000000000073002
3418002	20240701	1	999991001000101	900000000000073002
3424008	20240701	1	999991001000101	900000000000073002
3502005	20240701	1	999991001000101	900000000000073002
3515001	20240701	1	999991001000101	900000000000073002
3545003	20240701	1	999991001000101	900000000000074008
3548001	20240701	1	999991001000101	900000000000073002
3577000	20240701	1	999991001000101	900000000000074008
3658006	20240701	1	999991001000101	900000000000074008
3679006	20240701	1	999991001000101	900000000000074008
3692009	20240701	1	999991001000101	900000000000074008
3696007	20240701	1	999991001000101	900000000000074008
3711007	20240701	1	999991001000101	900000000000074008
3713005	20240701	1	999991001000101	900000000000074008
3716002	20240701	1	999991001000101	900000000000073002
3718001	20240701	1	999991001000101	900000000000074008
3723001	20240701	1	999991001000101	900000000000073002
3744001	20240701	1	999991001000101	900000000000074008
3750006	20240701	1	999991001000101	900000000000074008
3754002	20240701	1	999991001000101	900000000000074008
3764006	20240701	1	999991001000101	900000000000074008
3829006	20240701	1	999991001000101	900000000000074008
3850002	20240701	1	999991001000101	900000000000074008
3855007	20240701	1	999991001000101	900000000000073002
3860006	20240701	1	999991001000101	900000000000074008
3875003	20240701	1	999991001000101	900000000000074008
3898006	20240701	1	999991001000101	900000000000074008
3931001	20240701	1	999991001000101	900000000000074008
3950001	20240701	1	999991001000101	900000000000074008
3951002	20240701	1	999991001000101	900000000000073002
3954005	20240701	1	999991001000101	900000000000074008
3972004	20240701	1	999991001000101	900000000000074008
4009004	20240701	1	999991001000101	900000000000073002
4046000	20240701	1	999991001000101	900000000000074008
4078008	20240701	1	999991001000101	900000000000074008
4120002	20240701	1	999991001000101	900000000000073002
4146003	20240701	1	999991001000101	900000000000074008
4147007	20240701	1	999991001000101	900000000000074008
4196002	20240701	1	999991001000101	900000000000074008
4210003	20240701	1	999991001000101	900000000000073002
4264000	20240701	1	999991001000101	900000000000073002
4273008	20240701	1	999991001000101	900000000000073002
4298009	20240701	1	999991001000101	900000000000074008
4306003	20240701	1	999991001000101	900000000000074008
4365001	20240701	1	999991001000101	900000000000073002
4386001	20240701	1	999991001000101	900000000000073002
4412009	20240701	1	999991001000101	900000000000073002
4432005	20240701	1	999991001000101	900000000000074008
4441000	20240701	1	999991001000101	900000000000074008
4452006	20240701	1	999991001000101	900000000000074008
4473006	20240701	1	999991001000101	900000000000074008
4506002	20240701	1	999991001000101	900000000000074008
4532008	20240701	1	999991001000101	900000000000074008
4538007	20240701	1	999991001000101	900000000000074008
4554005	20240701	1	999991001000101	900000000000074008
4556007	20240701	1	999991001000101	900000000000073002
4557003	20240701	1	999991001000101	900000000000074008
4558008	20240701	1	999991001000101	900000000000073002
4568003	20240701	1	999991001000101	900000000000073002
4596009	20240701	1	999991001000101	900000000000074008
4598005	20240701	1	999991001000101	900000000000073002
4635002	20240701	1	999991001000101	900000000000074008
4649006	20240701	1	999991001000101	900000000000074008
4661003	20240701	1	999991001000101	900000000000073002
4668009	20240701	1	999991001000101	900000000000074008
4681002	20240701	1	999991001000101	900000000000074008
4716008	20240701	1	999991001000101	900000000000074008
4720007	20240701	1	999991001000101	900000000000074008
4740000	20240701	1	999991001000101	900000000000073002
4754008	20240701	1	999991001000101	900000000000073002
4770005	20240701	1	999991001000101	900000000000074008
4776004	20240701	1	999991001000101	900000000000074008
4779006	20240701	1	999991001000101	900000000000074008
4797003	20240701	1	999991001000101	900000000000074008
4800001	20240701	1	999991001000101	900000000000074008
4828007	20240701	1	999991001000101	900000000000074008
4830009	20240701	1	999991001000101	900000000000074008
4834000	20240701	1	999991001000101	900000000000073002
4849008	20240701	1	999991001000101	900000000000073002
4854004	20240701	1	999991001000101	900000000000073002
4855003	20240701	1	999991001000101	900000000000073002
4926007	20240701	1	999991001000101	900000000000074008
4927003	20240701	1	999991001000101	900000000000073002
4950009	20240701	1	999991001000101	900000000000074008
4969004	20240701	1	999991001000101	900000000000073002
4996001	20240701	1	999991001000101	900000000000074008
4997005	20240701	1	999991001000101	900000000000073002
5007006	20240701	1	999991001000101	900000000000074008
5050001	20240701	1	999991001000101	900000000000074008
5052009	20240701	1	999991001000101	900000000000074008
5056007	20240701	1	999991001000101	900000000000074008
5084002	20240701	1	999991001000101	900000000000074008
5132005	20240701	1	999991001000101	900000000000074008
5148006	20240701	1	999991001000101	900000000000074008
5149003	20240701	1	999991001000101	900000000000073002
5158005	20240701	1	999991001000101	900000000000074008
5210005	20240701	1	999991001000101	900000000000074008
5217008	20240701	1	999991001000101	900000000000074008
5242004	20240701	1	999991001000101	900000000000074008
5247005	20240701	1	999991001000101	900000000000074008
5257006	20240701	1	999991001000101	900000000000074008
5261000	20240701	1	999991001000101	900000000000074008
5291005	20240701	1	999991001000101	900000000000074008
5294002	20240701	1	999991001000101	900000000000073002
5313005	20240701	1	999991001000101	900000000000073002
5318001	20240701	1	999991001000101	900000000000073002
5332004	20240701	1	999991001000101	900000000000074008
5370000	20240701	1	999991001000101	900000000000074008
5399005	20240701	1	999991001000101	900000000000074008
5413009	20240701	1	999991001000101	900000000000074008
5431005	20240701	1	999991001000101	900000000000074008
5441008	20240701	1	999991001000101	900000000000073002
5505005	20240701	1	999991001000101	900000000000073002
5510009	20240701	1	999991001000101	900000000000073002
5540006	20240701	1	999991001000101	900000000000074008
5552004	20240701	1	999991001000101	900000000000073002
5580002	20240701	1	999991001000101	900000000000074008
5595000	20240701	1	999991001000101	900000000000074008
5602001	20240701	1	999991001000101	900000000000073002
5633004	20240701	1	999991001000101	900000000000074008
5655007	20240701	1	999991001000101	900000000000074008
5662003	20240701	1	999991001000101	900000000000073002
5665001	20240701	1	999991001000101	900000000000074008
5668004	20240701	1	999991001000101	900000000000074008
5689008	20240701	1	999991001000101	900000000000073002
5703000	20240701	1	999991001000101	900000000000074008
5713008	20240701	1	999991001000101	900000000000074008
5742000	20240701	1	999991001000101	900000000000074008
5755004	20240701	1	999991001000101	900000000000074008
5758002	20240701	1	999991001000101	900000000000074008
5781000	20240701	1	999991001000101	900000000000073002
5798000	20240701	1	999991001000101	900000000000074008
5851001	20240701	1	999991001000101	900000000000074008
5876000	20240701	1	999991001000101	900000000000073002
5880005	20240701	1	999991001000101	900000000000073002
5885000	20240701	1	999991001000101	900000000000074008
5888003	20240701	1	999991001000101	900000000000073002
5902003	20240701	1	999991001000101	900000000000074008
5913000	20240701	1	999991001000101	900000000000073002
5933001	20240701	1	999991001000101	900000000000074008
5935008	20240701	1	999991001000101	900000000000074008
5964004	20240701	1	999991001000101	900000000000073002
5972002	20240701	1	999991001000101	900000000000074008
6012004	20240701	1	999991001000101	900000000000074008
6020002	20240701	1	999991001000101	900000000000073002
6025007	20240701	1	999991001000101	900000000000073002
6043006	20240701	1	999991001000101	900000000000074008
6055000	20240701	1	999991001000101	900000000000073002
6058003	20240701	1	999991001000101	900000000000073002
6064005	20240701	1	999991001000101	900000000000074008
6072007	20240701	1	999991001000101	900000000000073002
6077001	20240701	1	999991001000101	900000000000074008
6081001	20240701	1	999991001000101	900000000000074008
6085005	20240701	1	999991001000101	900000000000074008
6096002	20240701	1	999991001000101	900000000000074008
6118003	20240701	1	999991001000101	900000000000073002
6140007	20240701	1	999991001000101	900000000000074008
6141006	20240701	1	999991001000101	900000000000073002
6142004	20240701	1	999991001000101	900000000000073002
6148000	20240701	1	999991001000101	900000000000073002
6185008	20240701	1	999991001000101	900000000000073002
6189002	20240701	1	999991001000101	900000000000074008
6199007	20240701	1	999991001000101	900000000000074008
6215006	20240701	1	999991001000101	900000000000073002
6234006	20240701	1	999991001000101	900000000000073002
6240004	20240701	1	999991001000101	900000000000073002
6246005	20240701	1	999991001000101	900000000000074008
6266001	20240701	1	999991001000101	900000000000074008
6284004	20240701	1	999991001000101	900000000000073002
6285003	20240701	1	999991001000101	900000000000073002
6374002	20240701	1	999991001000101	900000000000074008
6375001	20240701	1	999991001000101	900000000000074008
6383007	20240701	1	999991001000101	900000000000074008
6387008	20240701	1	999991001000101	900000000000074008
6415009	20240701	1	999991001000101	900000000000074008
6417001	20240701	1	999991001000101	900000000000074008
6456007	20240701	1	999991001000101	900000000000074008
6461009	20240701	1	999991001000101	900000000000073002
6471006	20240701	1	999991001000101	900000000000074008
6475002	20240701	1	999991001000101	900000000000074008
6510002	20240701	1	999991001000101	900000000000074008
6574001	20240701	1	999991001000101	900000000000074008
6612003	20240701	1	999991001000101	900000000000074008
6631009	20240701	1	999991001000101	900000000000073002
6654000	20240701	1	999991001000101	900000000000074008
6655004	20240701	1	999991001000101	900000000000073002
6698000	20240701	1	999991001000101	900000000000073002
6725000	20240701	1	999991001000101	900000000000074008
6736007	20240701	1	999991001000101	900000000000074008
6738008	20240701	1	999991001000101	900000000000073002
6769007	20240701	1	999991001000101	900000000000074008
6828005	20240701	1	999991001000101	900000000000074008
6832004	20240701	1	999991001000101	900000000000073002
6836001	20240701	1	999991001000101	900000000000073002
6853008	20240701	1	999991001000101	900000000000073002
6858004	20240701	1	999991001000101	900000000000074008
6893006	20240701	1	999991001000101	900000000000074008
6895004	20240701	1	999991001000101	900000000000074008
6918002	20240701	1	999991001000101	900000000000074008
6929003	20240701	1	999991001000101	900000000000073002
6942003	20240701	1	999991001000101	900000000000074008
6962006	20240701	1	999991001000101	900000000000073002
6972009	20240701	1	999991001000101	900000000000074008
6975006	20240701	1	999991001000101	900000000000074008
6976007	20240701	1	999991001000101	900000000000073002
6990005	20240701	1	999991001000101	900000000000073002
6993007	20240701	1	999991001000101	900000000000074008
6999006	20240701	1	999991001000101	900000000000074008
7003006	20240701	1	999991001000101	900000000000074008
7010000	20240701	1	999991001000101	900000000000074008
7011001	20240701	1	999991001000101	900000000000074008
7058009	20240701	1	999991001000101	900000000000073002
7087005	20240701	1	999991001000101	900000000000074008
7093002	20240701	1	999991001000101	900000000000074008
7160008	20240701	1	999991001000101	900000000000074008
7163005	20240701	1	999991001000101	900000000000073002
7173007	20240701	1	999991001000101	900000000000074008
7180009	20240701	1	999991001000101	900000000000073002
7183006	20240701	1	999991001000101	900000000000073002
7199000	20240701	1	999991001000101	900000000000074008
7200002	20240701	1	999991001000101	900000000000074008
7231009	20240701	1	999991001000101	900000000000074008
7246002	20240701	1	999991001000101	900000000000073002
7293009	20240701	1	999991001000101	900000000000074008
7297005	20240701	1	999991001000101	900000000000074008
7305005	20240701	1	999991001000101	900000000000073002
7339009	20240701	1	999991001000101	900000000000073002
7426009	20240701	1	999991001000101	900000000000073002
7436001	20240701	1	999991001000101	900000000000073002
7448003	20240701	1	999991001000101	900000000000073002
7456000	20240701	1	999991001000101	900000000000073002
7476006	20240701	1	999991001000101	900000000000074008
7480001	20240701	1	999991001000101	900000000000074008
7484005	20240701	1	999991001000101	900000000000074008
7520000	20240701	1	999991001000101	900000000000074008
7527002	20240701	1	999991001000101	900000000000074008
7550008	20240701	1	999991001000101	900000000000073002
7551007	20240701	1	999991001000101	900000000000073002
7569003	20240701	1	999991001000101	900000000000074008
7573000	20240701	1	999991001000101	900000000000074008
7620006	20240701	1	999991001000101	900000000000073002
7632005	20240701	1	999991001000101	900000000000074008
7657000	20240701	1	999991001000101	900000000000074008
7674000	20240701	1	999991001000101	900000000000074008
7699004	20240701	1	999991001000101	900000000000073002
7757008	20240701	1	999991001000101	900000000000074008
7791007	20240701	1	999991001000101	900000000000074008
7792000	20240701	1	999991001000101	900000000000074008
7797006	20240701	1	999991001000101	900000000000073002
7832008	20240701	1	999991001000101	900000000000074008
7847004	20240701	1	999991001000101	900000000000073002
7851002	20240701	1	999991001000101	900000000000074008
7872004	20240701	1	999991001000101	900000000000074008
7885001	20240701	1	999991001000101	900000000000074008
7890003	20240701	1	999991001000101	900000000000073002
7895008	20240701	1	999991001000101	900000000000073002
7904003	20240701	1	999991001000101	900000000000074008
7916009	20240701	1	999991001000101	900000000000073002
7919002	20240701	1	999991001000101	900000000000073002
7939003	20240701	1	999991001000101	900000000000074008
7951001	20240701	1	999991001000101	900000000000073002
7973008	20240701	1	999991001000101	900000000000073002
7996008	20240701	1	999991001000101	900000000000074008
8001006	20240701	1	999991001000101	900000000000074008
8004003	20240701	1	999991001000101	900000000000074008
8009008	20240701	1	999991001000101	900000000000073002
8011004	20240701	1	999991001000101	900000000000074008
8030004	20240701	1	999991001000101	900000000000074008
8060009	20240701	1	999991001000101	900000000000074008
8069005	20240701	1	999991001000101	900000000000074008
8079007	20240701	1	999991001000101	900000000000074008
8098009	20240701	1	999991001000101	900000000000074008
8128003	20240701	1	999991001000101	900000000000074008
8147000	20240701	1	999991001000101	900000000000074008
8170008	20240701	1	999991001000101	900000000000074008
8180007	20240701	1	999991001000101	900000000000074008
8186001	20240701	1	999991001000101	900000000000073002
8191000	20240701	1	999991001000101	900000000000074008
8204009	20240701	1	999991001000101	900000000000074008
8205005	20240701	1	999991001000101	900000000000074008
8217007	20240701	1	999991001000101	900000000000073002
8220004	20240701	1	999991001000101	900000000000073002
8225009	20240701	1	999991001000101	900000000000074008
8229003	20240701	1	999991001000101	900000000000074008
8345004	20240701	1	999991001000101	900000000000074008
8357008	20240701	1	999991001000101	900000000000074008
8360001	20240701	1	999991001000101	900000000000074008
8368008	20240701	1	999991001000101	900000000000074008
8378006	20240701	1	999991001000101	900000000000073002
8385005	20240701	1	999991001000101	900000000000074008
8386006	20240701	1	999991001000101	900000000000074008
8392000	20240701	1	999991001000101	900000000000074008
8422009	20240701	1	999991001000101	900000000000073002
8442000	20240701	1	999991001000101	900000000000073002
8454000	20240701	1	999991001000101	900000000000074008
8467002	20240701	1	999991001000101	900000000000074008
8493009	20240701	1	999991001000101	900000000000073002
8504008	20240701	1	999991001000101	900000000000074008
8517006	20240701	1	999991001000101	900000000000074008
8598002	20240701	1	999991001000101	900000000000074008
8616005	20240701	1	999991001000101	900000000000074008
8619003	20240701	1	999991001000101	900000000000074008
8631001	20240701	1	999991001000101	900000000000074008
8635005	20240701	1	999991001000101	900000000000073002
8652009	20240701	1	999991001000101	900000000000074008
8672004	20240701	1	999991001000101	900000000000074008
8711009	20240701	1	999991001000101	900000000000074008
8722008	20240701	1	999991001000101	900000000000073002
8745002	20240701	1	999991001000101	900000000000074008
8765009	20240701	1	999991001000101	900000000000073002
8782006	20240701	1	999991001000101	900000000000074008
8801005	20240701	1	999991001000101	900000000000074008
8847002	20240701	1	999991001000101	900000000000073002
8874001	20240701	1	999991001000101	900000000000073002
8889005	20240701	1	999991001000101	900000000000073002
